0 1 16 0.536069 0 0 165 0.0287288 0.000880521 -1.92605e-05 0 0.00139113 0 -0.00227166 
1 16 17 0.523301 -0 -0 165 0.0347964 0.00106153 -4.18903e-05 0 0.00166308 0 -0.00272461 
1 2 17 0.53578 0 0 165 0.0287288 0.000890821 -6.78513e-05 0 0.00138948 0 -0.0022803 
2 17 18 0.52112 -0 -0 165 0.0347964 0.00107499 -0.000100935 0 0.00165133 0 -0.00272632 
2 3 18 0.53354 0 -0 165 0.0287288 0.000907137 -0.00011855 0 0.00136847 0 -0.00227561 
3 18 19 0.517662 -0 -0 165 0.0347964 0.00109798 -0.000159298 0 0.0016227 0 -0.00272067 
3 4 19 0.529938 0 -0 165 0.0287288 0.000933535 -0.000165061 0 0.00133832 0 -0.00227186 
4 19 20 0.513315 -0 -0 165 0.0347964 0.00113224 -0.00021207 0 0.00158299 0 -0.00271523 
4 5 20 0.52538 0 -0 165 0.0287288 0.00096941 -0.000205561 0 0.00129985 0 -0.00226926 
5 20 21 0.50827 -0 -0 165 0.0347964 0.0011776 -0.000257167 0 0.00153412 0 -0.00271172 
5 6 21 0.520068 0 -0 165 0.0287288 0.00101234 -0.000237933 0 0.00125244 0 -0.00226479 
6 21 22 0.502727 -0 -0 165 0.0347964 0.00123212 -0.00029237 0 0.00147669 0 -0.00270881 
6 7 22 0.514225 0 -0 165 0.0287288 0.00106303 -0.000261034 0 0.0012002 0 -0.00226323 
7 22 23 0.497139 -0 -0 165 0.0347964 0.00129516 -0.000316059 0 0.00141403 0 -0.00270919 
7 8 23 0.508327 0 -0 165 0.0287288 0.0011183 -0.000273124 0 0.00114382 0 -0.00226212 
8 23 24 0.491717 -0 -0 165 0.0347964 0.00136108 -0.000325812 0 0.0013451 0 -0.00270618 
8 9 24 0.502607 0 -0 165 0.0287288 0.00117484 -0.000272976 0 0.00108473 0 -0.00225958 
9 24 25 0.486568 -0 -0 165 0.0347964 0.00142869 -0.000321038 0 0.00127505 0 -0.00270374 
9 10 25 0.49719 0 -0 165 0.0287288 0.00123181 -0.000260613 0 0.00102742 0 -0.00225923 
10 25 26 0.482104 -0 -0 165 0.0347964 0.00149442 -0.000301401 0 0.00120696 0 -0.00270138 
10 11 26 0.492503 0 -0 165 0.0287288 0.00128482 -0.000235932 0 0.000973285 0 -0.00225811 
11 26 27 0.478372 -0 -0 165 0.0347964 0.00155467 -0.000267407 0 0.00114396 0 -0.00269862 
11 12 27 0.4886 0 -0 165 0.0287288 0.00133161 -0.000200071 0 0.000925548 0 -0.00225716 
12 27 28 0.475291 -0 -0 165 0.0347964 0.00160764 -0.000220736 0 0.00109041 0 -0.00269804 
12 13 28 0.485406 0 -0 165 0.0287288 0.0013696 -0.000154579 0 0.000886447 0 -0.00225604 
13 28 29 0.473046 -0 -0 165 0.0347964 0.00165148 -0.000163506 0 0.00104942 0 -0.0027009 
13 14 29 0.483112 0 -0 165 0.0287288 0.00140105 -0.000101881 0 0.00086052 0 -0.00226157 
14 29 30 0.47209 -0 -0 165 0.0347964 0.00168434 -9.82857e-05 0 0.00102321 0 -0.00270754 
14 15 30 0.482152 0 -0 165 0.0287288 0.00141739 -4.40141e-05 0 0.000844793 0 -0.00226218 
15 30 31 0.471347 -0 -0 165 0.0347964 0.00169318 -2.78238e-05 0 0.00100631 0 -0.0026995 
16 17 32 0.530804 0 0 165 0.0513705 0.00152609 -3.18299e-05 0 0.00236204 0 -0.00388813 
17 32 33 0.517349 -0 -0 165 0.0618769 0.00182157 -6.76471e-05 0 0.00279452 0 -0.00461608 
