0 0.8 6.78207 0 0.523562 0.00821265
1 0.8 6.75304 0.709773 0.524143 0.039346
2 0.8 6.67281 1.41835 0.520875 0.07907
3 0.8 6.53763 2.12421 0.515432 0.119654
4 0.8 6.34513 2.82503 0.507794 0.161826
5 0.8 6.09186 3.51714 0.497921 0.206819
6 0.8 5.77347 4.19467 0.485731 0.256896
7 0.8 5.38405 4.84782 0.470583 0.315781
8 0.8 4.91772 5.46168 0.450685 0.388303
9 0.8 4.37117 6.0164 0.42217 0.477734
10 0.8 3.74806 6.49182 0.379852 0.580805
11 0.8 3.0608 6.87466 0.32064 0.683364
12 0.8 2.32727 7.16261 0.24742 0.767035
13 0.8 1.56469 7.36129 0.166721 0.823423
14 0.8 0.785905 7.47739 0.0835493 0.854393
15 0.8 2.12897e-15 7.51555 0 0.864127
16 0.8 6.46843 0 0.523141 0.00844765
17 0.8 6.44062 0.676937 0.523777 0.0384594
18 0.8 6.36579 1.35309 0.520457 0.0772302
19 0.8 6.2396 2.02737 0.514895 0.116694
20 0.8 6.05988 2.69803 0.507034 0.15741
21 0.8 5.82358 3.36225 0.496771 0.200323
22 0.8 5.52641 4.01517 0.483965 0.247111
23 0.8 5.16307 4.64885 0.468105 0.300769
24 0.8 4.72755 5.25047 0.447865 0.36584
25 0.8 4.21506 5.80153 0.42017 0.44684
26 0.8 3.62626 6.28086 0.380137 0.543966
27 0.8 2.97002 6.67077 0.323679 0.647849
28 0.8 2.26307 6.96501 0.251687 0.73964
29 0.8 1.52346 7.16731 0.170326 0.80508
30 0.8 0.765684 7.28499 0.085489 0.842032
31 0.8 2.07459e-15 7.32359 0 0.85377
32 0.8 6.16187 0 0.523836 0.00870461
33 0.8 6.1352 0.644836 0.524558 0.037684
34 0.8 6.06538 1.28924 0.521233 0.0756318
35 0.8 5.94775 1.93254 0.515629 0.114162
36 0.8 5.78011 2.57347 0.507671 0.153714
37 0.8 5.55957 3.20982 0.49723 0.195004
38 0.8 5.2822 3.83775 0.484081 0.239305
39 0.8 4.94303 4.45073 0.467789 0.288924
40 0.8 4.53625 5.03802 0.447274 0.34773
41 0.8 4.05625 5.58295 0.420065 0.420706
42 0.8 3.50146 6.0647 0.381912 0.510269
43 0.8 2.87731 6.46255 0.327996 0.611732
44 0.8 2.19815 6.76522 0.257439 0.708956
45 0.8 1.48222 6.97329 0.175254 0.783204
46 0.8 0.745599 7.0939 0.0881868 0.826896
47 0.8 2.02069e-15 7.1333 0 0.840909
48 0.8 5.86048 0 0.524627 0.00896573
49 0.8 5.8348 0.613262 0.52546 0.0369237
50 0.8 5.76988 1.22643 0.522152 0.0740801
51 0.8 5.66036 1.83916 0.516574 0.111738
52 0.8 5.5042 2.45063 0.508628 0.150257
53 0.8 5.29865 3.05917 0.498142 0.190195
54 0.8 5.03994 3.66173 0.484875 0.232505
55 0.8 4.72346 4.25302 0.468391 0.278934
56 0.8 4.34366 4.82412 0.447766 0.332582
57 0.8 3.89472 5.36062 0.421014 0.398092
58 0.8 3.37328 5.84269 0.384301 0.479508
59 0.8 2.78179 6.248 0.332894 0.575515
60 0.8 2.13167 6.56062 0.264079 0.674392
61 0.8 1.44043 6.77669 0.181293 0.756083
62 0.8 0.725407 6.90179 0.0916165 0.806786
63 0.8 1.96664e-15 6.94252 0 0.823348
64 0.8 5.56413 0 0.524506 0.0092098
65 0.8 5.53936 0.58221 0.525458 0.0361
66 0.8 5.47907 1.16461 0.522208 0.0724102
67 0.8 5.37732 1.7472 0.516706 0.109166
68 0.8 5.23216 2.32951 0.50884 0.146665
69 0.8 5.04085 2.91034 0.498434 0.185347
70 0.8 4.79988 3.48732 0.48523 0.225942
71 0.8 4.50488 4.05621 0.46874 0.269764
72 0.8 4.15049 4.60958 0.4482 0.319166
73 0.8 3.73102 5.13531 0.421882 0.378158
