0 0.8 7.29612 0 0.415187 0.00612952
1 0.8 7.26527 0.76361 0.415628 0.0317518
2 0.8 7.17739 1.5256 0.413244 0.063927
3 0.8 7.02919 2.28392 0.409315 0.0970839
4 0.8 6.81781 3.03548 0.40387 0.132099
5 0.8 6.53909 3.77535 0.39696 0.170492
6 0.8 6.18731 4.49534 0.38837 0.214756
7 0.8 5.75596 5.18269 0.377115 0.268231
8 0.8 5.24001 5.81962 0.360657 0.332972
9 0.8 4.64002 6.38644 0.335522 0.40869
10 0.8 3.96387 6.86563 0.298481 0.49173
11 0.8 3.22664 7.24715 0.248435 0.568762
12 0.8 2.44755 7.5328 0.189349 0.626318
13 0.8 1.64305 7.72993 0.126594 0.662455
14 0.8 0.82459 7.84545 0.0632052 0.681451
15 0.8 2.23316e-15 7.88337 0 0.6873
16 0.8 6.98565 0 0.414678 0.00629115
17 0.8 6.95611 0.731117 0.415128 0.0310171
18 0.8 6.87383 1.46108 0.412638 0.0623771
19 0.8 6.73504 2.18835 0.408496 0.0945198
20 0.8 6.53715 2.91053 0.402687 0.128124
21 0.8 6.27635 3.62365 0.39519 0.164362
22 0.8 5.94742 4.32106 0.385867 0.205297
23 0.8 5.54392 4.99177 0.374031 0.254062
24 0.8 5.05976 5.61943 0.357733 0.31371
25 0.8 4.49301 6.1841 0.333756 0.384674
26 0.8 3.84905 6.66675 0.298671 0.465091
27 0.8 3.14046 7.05358 0.250514 0.545868
28 0.8 2.38579 7.34272 0.191929 0.611009
29 0.8 1.60291 7.54109 0.128552 0.653585
30 0.8 0.804747 7.65665 0.0641901 0.67626
31 0.8 2.17966e-15 7.69452 0 0.683284
32 0.8 6.68212 0 0.415346 0.00647648
33 0.8 6.65378 0.69934 0.41584 0.0304087
34 0.8 6.57672 1.39793 0.413294 0.0611033
35 0.8 6.44678 2.09469 0.409029 0.0924434
36 0.8 6.26148 2.78779 0.403001 0.12496
37 0.8 6.0173 3.47409 0.395143 0.159559
38 0.8 5.70946 4.14817 0.385296 0.197882
39 0.8 5.33185 4.80082 0.372949 0.242632
40 0.8 4.87795 5.41751 0.35661 0.297307
41 0.8 4.34373 5.97864 0.333431 0.363559
42 0.8 3.73217 6.4643 0.30003 0.440046
43 0.8 3.05325 6.85771 0.25372 0.521681
44 0.8 2.324 7.15254 0.195674 0.593378
45 0.8 1.56312 7.35392 0.131439 0.642973
46 0.8 0.785191 7.47059 0.0656679 0.670116
47 0.8 2.12704e-15 7.50875 0 0.67861
48 0.8 6.38392 0 0.416482 0.00667439
49 0.8 6.35675 0.668121 0.41703 0.0298542
50 0.8 6.28466 1.33584 0.414465 0.0599539
51 0.8 6.16304 2.00249 0.410151 0.0905975
52 0.8 5.98962 2.66675 0.404014 0.122215
53 0.8 5.76106 3.32615 0.395961 0.155513
54 0.8 5.47292 3.97631 0.385797 0.191757
55 0.8 5.1195 4.60961 0.373078 0.233196
56 0.8 4.69427 5.21352 0.356652 0.283192
57 0.8 4.19184 5.76957 0.334109 0.344518
58 0.8 3.61257 6.25716 0.302117 0.416635
59 0.8 2.96415 6.6576 0.257657 0.496505
60 0.8 2.26147 6.9601 0.200398 0.572714
61 0.8 1.52328 7.16648 0.135224 0.629437
