0.87002 0.05 6.58378 0.00149276 -0.000127595 -0.014004 0.00516825 0.526057 0.495332 0. 0.165 0. 0. 0.0787717 -0.0661454 0.00808516 0.000183563 0.0153675 0.0302003 5.2239e-05 0.0292122
0.87002 0.15 6.58195 0.00150539 -0.000385306 -0.014004 0.0155028 0.525442 0.495332 0. 0.165 0. 0. 0.0787717 -0.0661328 0.00807733 0.000550592 0.0153562 0.0301842 0.000157304 0.0292206
0.87002 0.25 6.57825 0.00153199 -0.000651082 -0.014004 0.0258329 0.524215 0.495332 0. 0.165 0. 0. 0.0787717 -0.066114 0.00806186 0.000916302 0.0153338 0.0301561 0.000261885 0.029238
0.87002 0.35 6.5726 0.00157635 -0.000931625 -0.014004 0.0361601 0.522392 0.495332 0. 0.165 0. 0. 0.0787717 -0.0661009 0.00803835 0.00127839 0.0152991 0.0301257 0.000361869 0.0292615
0.87002 0.45 6.56487 0.00164507 -0.00123335 -0.014004 0.0464901 0.520001 0.495332 0. 0.165 0. 0. 0.0787717 -0.0661081 0.00800541 0.00163554 0.0152488 0.0301076 0.000453534 0.0292839
0.87002 0.55 6.55488 0.00174747 -0.00156319 -0.014004 0.0568358 0.517075 0.495332 0. 0.165 0. 0. 0.0787717 -0.0661477 0.00796063 0.00198663 0.0151771 0.0301172 0.000531635 0.0292935
0.87002 0.65 6.54241 0.00189816 -0.00193185 -0.014004 0.067227 0.513688 0.495332 0. 0.165 0. 0. 0.0787717 -0.0662216 0.00789974 0.00232627 0.015074 0.0301689 0.000580326 0.0292687
0.87002 0.75 6.52713 0.00211711 -0.00234711 -0.014004 0.0777143 0.510003 0.495332 0. 0.165 0. 0. 0.0787717 -0.0663138 0.00781644 0.00265314 0.014922 0.03028 0.000588121 0.029169
0.915803 0.878845 6.49649 0.000334261 -0.000382946 -0.00230721 0.0935091 0.510831 0.495332 0. 0.165 0. 0. 0.0787717 -0.065885 0.00876811 0.00377642 0.0164731 0.0346412 0.00105151 0.0320552
0.869482 0.847307 6.50983 0.00194515 -0.00223249 -0.0116967 0.0879741 0.506112 0.495332 0. 0.165 0. 0. 0.0787717 -0.0663466 0.00769536 0.00297103 0.0146884 0.0303746 0.000590483 0.0289195
0.869482 0.951132 6.49046 0.00181393 -0.00222114 -0.0121301 0.0987599 0.501199 0.495332 0. 0.165 0. 0. 0.0787717 -0.0662252 0.00759705 0.00336062 0.0144956 0.0303816 0.000718563 0.0287802
0.822444 0.918554 6.50389 0.000324787 -0.000392874 -0.0018739 0.093065 0.496459 0.495332 0. 0.165 0. 0. 0.0787717 -0.0667417 0.00657334 0.00254014 0.0127643 0.0262205 0.000201286 0.0256729
0.87002 1.05 6.47078 0.00223065 -0.00297709 -0.014004 0.108837 0.495468 0.495332 0. 0.165 0. 0. 0.0787717 -0.066137 0.00754089 0.00372367 0.0144018 0.0303218 0.000854811 0.0288792
0.87002 1.15 6.44755 0.00248821 -0.00352677 -0.014004 0.119094 0.489172 0.495332 0. 0.165 0. 0. 0.0787717 -0.0662091 0.00745164 0.00402658 0.0142529 0.0303074 0.000852746 0.0289291
0.92582 1.29005 6.3974 0.000116453 -0.00016637 -0.000636862 0.137641 0.487166 0.495332 0. 0.165 0. 0. 0.0787717 -0.0658254 0.00855586 0.00555981 0.0159917 0.0357067 0.00132419 0.0324519
0.875492 1.25403 6.41816 0.00269242 -0.00387929 -0.0133671 0.130369 0.483303 0.495332 0. 0.165 0. 0. 0.0787717 -0.0663138 0.00744704 0.00442784 0.0142142 0.0309445 0.000814467 0.029191
0.875492 1.35356 6.38952 0.00203896 -0.00295677 -0.0107036 0.140657 0.476753 0.495332 0. 0.165 0. 0. 0.0787717 -0.0662434 0.00732528 0.00477663 0.0139557 0.0310111 0.000869895 0.0290157
0.832461 1.32259 6.40696 0.000707685 -0.00101671 -0.00330039 0.134548 0.473577 0.495332 0. 0.165 0. 0. 0.0787717 -0.0666695 0.00641931 0.00380531 0.0124738 0.0271264 0.000328342 0.0262464
