OSCAR2008H  viscous     final_hs     
INIT:  Glauber - rho = 0.16 Gev/fm^3, xi = 0.3, sigma = 4.000000b, A = 208.000000, b = 7.878500 fm
EOS:  ideal gas of massless pions
CHARGES: none
HYPER:  hyper T=0.165 MeV isotherm 
GEOM: scaling2d
GRID:  Euler
-1 151 151 4 0 5 3
0.800000 0. 15.000000 0. 15.000000 0. 0.450000
VISCOSITY:  shear viscosity only
COMM:  Reflective symmetry in x,y, and eta assumed
END_OF_HEADER
time: 0.8
0 7.88337 0.0112248 0.00256091 0.095 1. 0 0.6873 0. 0 1 0.000127128 0.00129925 0 0 0 0 
0.1 7.88282 0.0112248 0.00256091 0.095 1. 0.00764775 0.687216 0. 0.0110713 0.999939 0.000127104 0.00129944 -2.82933e-06 0 0 0 
0.2 7.88116 0.0112248 0.00256091 0.095 1. 0.0152972 0.686965 0. 0.0221543 0.999755 0.00012703 0.00129998 -5.66016e-06 0 0 0 
0.3 7.87838 0.0112248 0.00256091 0.095 1. 0.0229501 0.686545 0. 0.033261 0.999447 0.000126898 0.00130081 -8.49348e-06 0 0 0 
0.4 7.8745 0.0112248 0.00256091 0.095 1. 0.0306079 0.685955 0. 0.0444038 0.999014 0.000126698 0.00130183 -1.13293e-05 0 0 0 
0.5 7.8695 0.0112248 0.00256091 0.095 1. 0.038272 0.685191 0. 0.0555949 0.998453 0.000126415 0.00130288 -1.41662e-05 0 0 0 
0.6 7.86336 0.0112248 0.00256091 0.095 1. 0.0459437 0.68425 0. 0.0668465 0.997763 0.000126029 0.0013038 -1.7001e-05 0 0 0 
0.7 7.8561 0.0112248 0.00256091 0.095 1. 0.0536238 0.683127 0. 0.0781713 0.99694 0.000125521 0.00130438 -1.98284e-05 0 0 0 
0.8 7.84768 0.0112248 0.00256091 0.095 1. 0.0613129 0.681819 0. 0.0895836 0.995979 0.000124868 0.00130439 -2.26406e-05 0 0 0 
0.9 7.83811 0.0112248 0.00256091 0.095 1. 0.0690114 0.68032 0. 0.101097 0.994877 0.000124045 0.0013036 -2.54277e-05 0 0 0 
1 7.82736 0.0112248 0.00256091 0.095 1. 0.0767189 0.678624 0. 0.112726 0.993626 0.000123029 0.00130175 -2.81771e-05 0 0 0 
1.1 7.81542 0.0112248 0.00256091 0.095 1. 0.0844348 0.676723 0. 0.124487 0.992221 0.000121797 0.0012986 -3.08739e-05 0 0 0 
1.2 7.80227 0.0112248 0.00256091 0.095 1. 0.0921581 0.674612 0. 0.135549 0.990771 0.000120329 0.00129389 -3.35011e-05 0 0 0 
1.3 7.78806 0.0112248 0.00256091 0.095 1. 0.0999145 0.672279 0. 0.146488 0.989212 0.000119614 0.0012984 -3.63573e-05 0 0 0 
1.4 7.77265 0.0112248 0.00256091 0.095 1. 0.107686 0.669716 0. 0.158303 0.987391 0.000118792 0.00130295 -3.92157e-05 0 0 0 
1.5 7.75599 0.0112248 0.00256091 0.095 1. 0.115464 0.666917 0. 0.170439 0.985368 0.000117632 0.00130503 -4.19903e-05 0 0 0 
1.6 7.73805 0.0112248 0.00256091 0.095 1. 0.123246 0.663873 0. 0.182761 0.983157 0.000116112 0.00130433 -4.46508e-05 0 0 0 
1.7 7.71881 0.0112248 0.00256091 0.095 1. 0.131028 0.660577 0. 0.195199 0.980764 0.000114216 0.00130057 -4.71663e-05 0 0 0 
1.8 7.69825 0.0112248 0.00256091 0.095 1. 0.13881 0.657015 0. 0.206797 0.978384 0.000112071 0.00129513 -4.95677e-05 0 0 0 
1.9 7.67654 0.0112248 0.00256091 0.095 1. 0.146643 0.653127 0. 0.218555 0.975825 0.000110934 0.00130293 -5.24595e-05 0 0 0 
2 7.65345 0.0112248 0.00256091 0.095 1. 0.154465 0.648958 0. 0.231431 0.972851 0.000109254 0.0013059 -5.5133e-05 0 0 0 
2.1 7.62896 0.0112248 0.00256091 0.095 1. 0.16227 0.6445 0. 0.244545 0.969638 0.000107038 0.00130389 -5.75472e-05 0 0 0 
2.2 7.60301 0.0112248 0.00256091 0.095 1. 0.170048 0.639747 0. 0.257093 0.966387 0.000104305 0.00129683 -5.9665e-05 0 0 0 
2.3 7.57575 0.0112248 0.00256091 0.095 1. 0.177873 0.634575 0. 0.269624 0.962966 0.000102566 0.00130413 -6.24018e-05 0 0 0 
2.4 7.54702 0.0112248 0.00256091 0.095 1. 0.185669 0.629079 0. 0.283038 0.959109 0.000100318 0.00130679 -6.48676e-05 0 0 0 
2.5 7.51673 0.0112248 0.00256091 0.095 1. 0.193415 0.623268 0. 0.296584 0.955007 9.74151e-05 0.00130241 -6.69034e-05 0 0 0 
2.6 7.4849 0.0112248 0.00256091 0.095 1. 0.201151 0.617045 0. 0.30999 0.95074 9.47351e-05 0.00130292 -6.91099e-05 0 0 0 
2.7 7.45152 0.0112248 0.00256091 0.095 1. 0.208873 0.610395 0. 0.323669 0.94617 9.22128e-05 0.00130787 -7.14793e-05 0 0 0 
2.8 7.41649 0.0112248 0.00256091 0.095 1. 0.216512 0.603423 0. 0.337837 0.941205 8.89347e-05 0.00130372 -7.32513e-05 0 0 0 
2.9 7.37973 0.0112248 0.00256091 0.095 1. 0.224119 0.595988 0. 0.3521 0.935962 8.59152e-05 0.0013056 -7.52587e-05 0 0 0 
3 7.34125 0.0112248 0.00256091 0.095 1. 0.231671 0.588122 0. 0.366344 0.930479 8.28204e-05 0.00130871 -7.72328e-05 0 0 0 
3.1 7.30099 0.0112248 0.00256091 0.095 1. 0.239099 0.579942 0. 0.381357 0.924428 7.89589e-05 0.00130108 -7.84391e-05 0 0 0 
3.2 7.25874 0.0112248 0.00256091 0.095 1. 0.246506 0.571173 0. 0.396334 0.918107 7.59039e-05 0.00130987 -8.05133e-05 0 0 0 
3.3 7.21465 0.0112248 0.00256091 0.095 1. 0.253763 0.562103 0. 0.411567 0.911379 7.20311e-05 0.00130628 -8.16855e-05 0 0 0 
3.4 7.16843 0.0112248 0.00256091 0.095 1. 0.260932 0.552546 0. 0.427133 0.904189 6.84294e-05 0.00131019 -8.31789e-05 0 0 0 
3.5 7.12017 0.0112248 0.00256091 0.095 1. 0.267955 0.542625 0. 0.442886 0.896578 6.44497e-05 0.00130883 -8.41794e-05 0 0 0 
3.6 7.06963 0.0112248 0.00256091 0.095 1. 0.274848 0.532285 0. 0.458856 0.888511 6.05486e-05 0.00131132 -8.52619e-05 0 0 0 
3.7 7.01689 0.0112248 0.00256091 0.095 1. 0.281574 0.521593 0. 0.475247 0.879853 5.63788e-05 0.00130973 -8.59051e-05 0 0 0 
3.8 6.9616 0.0112248 0.00256091 0.095 1. 0.288148 0.510527 0. 0.491394 0.870938 5.23455e-05 0.00131334 -8.67122e-05 0 0 0 
3.9 6.90405 0.0112248 0.00256091 0.095 1. 0.294518 0.499173 0. 0.508376 0.861135 4.79468e-05 0.00130877 -8.67918e-05 0 0 0 
4 6.84353 0.0112248 0.00256091 0.095 1. 0.300733 0.4875 0. 0.525509 0.850788 4.38822e-05 0.0013149 -8.74014e-05 0 0 0 
4.1 6.78051 0.0112248 0.00256091 0.095 1. 0.306726 0.475597 0. 0.54186 0.840469 3.95441e-05 0.00131362 -8.73291e-05 0 0 0 
4.2 6.71459 0.0112248 0.00256091 0.095 1. 0.312521 0.463476 0. 0.559529 0.828811 3.52425e-05 0.00131358 -8.71554e-05 0 0 0 
4.3 6.64549 0.0112248 0.00256091 0.095 1. 0.31812 0.451204 0. 0.576667 0.81698 3.10448e-05 0.00131715 -8.70455e-05 0 0 0 
4.4 6.57342 0.0112248 0.00256091 0.095 1. 0.323496 0.438787 0. 0.593035 0.805177 2.6778e-05 0.00131689 -8.65002e-05 0 0 0 
4.5 6.49819 0.0112248 0.00256091 0.095 1. 0.328652 0.426253 0. 0.610728 0.79184 2.2517e-05 0.00131424 -8.56249e-05 0 0 0 
4.6 6.41916 0.0112248 0.00256091 0.095 1. 0.333625 0.413707 0. 0.628535 0.777781 1.84269e-05 0.00131764 -8.49935e-05 0 0 0 
4.7 6.33656 0.0112248 0.00256091 0.095 1. 0.338387 0.401115 0. 0.645321 0.763911 1.43744e-05 0.00131979 -8.41196e-05 0 0 0 
4.8 6.25021 0.0112248 0.00256091 0.095 1. 0.342942 0.388496 0. 0.662088 0.749426 1.03813e-05 0.00132082 -8.30207e-05 0 0 0 
4.9 6.15987 0.0112248 0.00256091 0.095 1. 0.347296 0.375865 0. 0.678871 0.734258 6.46907e-06 0.00132138 -8.17461e-05 0 0 0 
5 6.0653 0.0112248 0.00256091 0.095 1. 0.351455 0.363237 0. 0.695598 0.718431 2.64924e-06 0.00132188 -8.03291e-05 0 0 0 
5.1 5.96623 0.0112248 0.00256091 0.095 1. 0.355423 0.350616 0. 0.712198 0.701978 -1.07289e-06 0.00132253 -7.87878e-05 0 0 0 
5.2 5.86239 0.0112248 0.00256091 0.095 1. 0.359206 0.338006 0. 0.724467 0.689309 -4.69468e-06 0.00132333 -7.71271e-05 0 0 0 
5.25816 5.8 0.0112248 0.00256091 0.095 1. 0.36132 0.330674 0. 0.73977 0.67286 -6.7569e-06 0.00132437 -7.61362e-05 0 0 0 
5.3477 5.7 0.0112248 0.00256091 0.095 1. 0.36446 0.319399 0. 0.751979 0.659187 -9.85937e-06 0.00132524 -7.4489e-05 0 0 0 
