0 1 16 0.539612 0 0 165 0.0287288 0.000770251 -1.20234e-05 0 0.0010935 0 -0.00186376 
1 16 17 0.52771 -0 -0 165 0.0347964 0.000924038 -2.65354e-05 0 0.00130468 0 -0.00222872 
1 2 17 0.538975 0 0 165 0.0287288 0.000774844 -4.30695e-05 0 0.00108908 0 -0.00186392 
2 17 18 0.525991 -0 -0 165 0.0347964 0.000931804 -6.42136e-05 0 0.00129567 0 -0.00222747 
2 3 18 0.537138 0 -0 165 0.0287288 0.000785388 -7.5225e-05 0 0.00107582 0 -0.0018612 
3 18 19 0.523313 -0 -0 165 0.0347964 0.000947582 -0.000101437 0 0.00127858 0 -0.00222617 
3 4 19 0.534292 0 -0 165 0.0287288 0.000803834 -0.000104751 0 0.00105858 0 -0.00186242 
4 19 20 0.519653 -0 -0 165 0.0347964 0.000971242 -0.000134988 0 0.00125529 0 -0.00222653 
4 5 20 0.530424 0 -0 165 0.0287288 0.000826556 -0.000130187 0 0.00103364 0 -0.0018602 
5 20 21 0.515569 -0 -0 165 0.0347964 0.000999912 -0.00016328 0 0.00122345 0 -0.00222337 
5 6 21 0.526105 0 -0 165 0.0287288 0.000853767 -0.000150364 0 0.00100326 0 -0.00185703 
6 21 22 0.511139 -0 -0 165 0.0347964 0.00103343 -0.000184927 0 0.0011853 0 -0.00221873 
6 7 22 0.52143 0 -0 165 0.0287288 0.00088533 -0.000164385 0 0.000969531 0 -0.00185486 
7 22 23 0.506655 -0 -0 165 0.0347964 0.00107134 -0.000198874 0 0.00114337 0 -0.0022147 
7 8 23 0.516711 0 -0 165 0.0287288 0.000919026 -0.000171259 0 0.000932841 0 -0.00185187 
8 23 24 0.502379 -0 -0 165 0.0347964 0.00111151 -0.000204132 0 0.00109873 0 -0.00221023 
8 9 24 0.512224 0 -0 165 0.0287288 0.000953325 -0.000170473 0 0.000894967 0 -0.00184829 
9 24 25 0.498466 -0 -0 165 0.0347964 0.00115472 -0.000200654 0 0.00105593 0 -0.00221064 
9 10 25 0.508146 0 -0 165 0.0287288 0.000990625 -0.000162557 0 0.000861092 0 -0.00185172 
10 25 26 0.495223 -0 -0 165 0.0347964 0.00119761 -0.000188152 0 0.00101556 0 -0.00221316 
10 11 26 0.504787 0 -0 165 0.0287288 0.0010226 -0.000146663 0 0.000826997 0 -0.0018496 
11 26 27 0.492293 -0 -0 165 0.0347964 0.00123431 -0.000166403 0 0.000976174 0 -0.00221049 
11 12 27 0.501783 0 -0 165 0.0287288 0.0010506 -0.000124 0 0.000797086 0 -0.00184768 
12 27 28 0.489687 -0 -0 165 0.0347964 0.00126799 -0.000137157 0 0.000944125 0 -0.00221211 
12 13 28 0.499168 0 -0 165 0.0287288 0.00107708 -9.58624e-05 0 0.000775403 0 -0.00185248 
13 28 29 0.488661 -0 -0 165 0.0347964 0.00129813 -0.000101649 0 0.000921431 0 -0.00221956 
13 14 29 0.498181 0 -0 165 0.0287288 0.00109661 -6.31433e-05 0 0.000759962 0 -0.00185657 
14 29 30 0.487707 -0 -0 165 0.0347964 0.0013123 -6.0774e-05 0 0.000901502 0 -0.0022138 
14 15 30 0.497305 0 -0 165 0.0287288 0.00110258 -2.71022e-05 0 0.000747632 0 -0.00185022 
15 30 31 0.487128 -0 -0 165 0.0347964 0.00132158 -1.71343e-05 0 0.000893577 0 -0.00221516 
16 17 32 0.529461 0 0 165 0.0513705 0.00132287 -2.00962e-05 0 0.00185494 0 -0.00317781 
17 32 33 0.517713 -0 -0 165 0.0618769 0.00157476 -4.33741e-05 0 0.00219525 0 -0.00377001 
17 18 33 0.529082 0 0 165 0.0513705 0.00133289 -7.09574e-05 0 0.00185157 0 -0.00318446 
18 33 34 0.515476 -0 -0 165 0.0618769 0.00158674 -0.000104425 0 0.00218052 0 -0.00376726 
18 19 34 0.526762 0 -0 165 0.0513705 0.00134784 -0.000123893 0 0.00182738 0 -0.00317523 
19 34 35 0.512219 -0 -0 165 0.0618769 0.00161093 -0.00016515 0 0.00215215 0 -0.00376308 
19 20 35 0.523352 0 -0 165 0.0513705 0.00137808 -0.000172931 0 0.00180006 0 -0.00317814 
20 35 36 0.507978 -0 -0 165 0.0618769 0.00164875 -0.000220417 0 0.00211479 0 -0.00376354 
20 21 36 0.5189 0 -0 165 0.0513705 0.00141527 -0.000215567 0 0.00175983 0 -0.0031751 
21 36 37 0.502981 -0 -0 165 0.0618769 0.00169596 -0.000267692 0 0.00206475 0 -0.00376071 
21 22 37 0.513643 0 -0 165 0.0513705 0.00146026 -0.000249969 0 0.00171042 0 -0.00317067 
22 37 38 0.497563 -0 -0 165 0.0618769 0.00175164 -0.000304642 0 0.00200414 0 -0.00375578 
22 23 38 0.507938 0 -0 165 0.0513705 0.00151082 -0.000274089 0 0.00165286 0 -0.00316368 
23 38 39 0.492157 -0 -0 165 0.0618769 0.00181392 -0.000329084 0 0.00193527 0 -0.00374919 
23 24 39 0.502244 0 -0 165 0.0513705 0.00156692 -0.000286742 0 0.00159166 0 -0.00315858 
24 39 40 0.48697 -0 -0 165 0.0618769 0.00188257 -0.000339662 0 0.00186345 0 -0.00374601 
24 25 40 0.496789 0 -0 165 0.0513705 0.00162854 -0.000287234 0 0.00153148 0 -0.00316002 
25 40 41 0.482005 -0 -0 165 0.0618769 0.00195473 -0.000335265 0 0.00179171 0 -0.00374644 
25 26 41 0.49159 0 -0 165 0.0513705 0.00168789 -0.00027428 0 0.00147062 0 -0.00315851 
26 41 42 0.477779 -0 -0 165 0.0618769 0.00202315 -0.000314906 0 0.00172009 0 -0.00374324 
26 27 42 0.487181 0 -0 165 0.0513705 0.00174458 -0.000248517 0 0.0014142 0 -0.00315878 
27 42 43 0.474246 -0 -0 165 0.0618769 0.00208931 -0.000279956 0 0.00165668 0 -0.00374598 
27 28 43 0.483524 0 -0 165 0.0513705 0.00179644 -0.000210998 0 0.00136569 0 -0.00316212 
28 43 44 0.47156 -0 -0 165 0.0618769 0.00214566 -0.000231187 0 0.00160113 0 -0.00374679 
28 29 44 0.480772 0 -0 165 0.0513705 0.00183827 -0.000163133 0 0.0013256 0 -0.00316387 
29 44 45 0.469586 -0 -0 165 0.0618769 0.00218646 -0.000170801 0 0.00155464 0 -0.0037411 
29 30 45 0.478782 0 -0 165 0.0513705 0.00186201 -0.000106948 0 0.00129201 0 -0.00315402 
30 45 46 0.468046 -0 -0 165 0.0618769 0.00221557 -0.000102232 0 0.00152394 0 -0.00373951 
30 31 46 0.477278 0 -0 165 0.0513705 0.00188485 -4.60903e-05 0 0.00127938 0 -0.00316423 
31 46 47 0.468035 -0 -0 165 0.0618769 0.00223501 -2.8956e-05 0 0.00151292 0 -0.00374793 
32 33 48 0.525623 0 0 165 0.0903969 0.00222092 -3.23736e-05 0 0.00307032 0 -0.00529124 
33 48 49 0.513248 -0 -0 165 0.10841 0.0026301 -6.86073e-05 0 0.00361314 0 -0.00624323 
33 34 49 0.525002 0 0 165 0.0903969 0.00223778 -0.000113076 0 0.00306702 0 -0.0053048 
34 49 50 0.510957 -0 -0 165 0.10841 0.00265056 -0.000165047 0 0.00359334 0 -0.0062439 
34 35 50 0.522683 0 -0 165 0.0903969 0.0022626 -0.000197654 0 0.00303161 0 -0.00529422 
35 50 51 0.506968 -0 -0 165 0.10841 0.00268682 -0.000261153 0 0.00354827 0 -0.00623509 
35 36 51 0.518559 0 -0 165 0.0903969 0.00230582 -0.000276136 0 0.00298354 0 -0.00528936 
36 51 52 0.501964 -0 -0 165 0.10841 0.00274238 -0.00034927 0 0.00348622 0 -0.0062286 
36 37 52 0.513338 0 -0 165 0.0903969 0.002366 -0.000345677 0 0.0029224 0 -0.00528839 
37 52 53 0.496063 -0 -0 165 0.10841 0.00281595 -0.000425851 0 0.00340792 0 -0.00622387 
37 38 53 0.507151 0 -0 165 0.0903969 0.0024373 -0.000402539 0 0.002844 0 -0.0052813 
38 53 54 0.489615 -0 -0 165 0.10841 0.00290196 -0.000486611 0 0.00331044 0 -0.0062124 
38 39 54 0.500367 0 -0 165 0.0903969 0.00251941 -0.000443709 0 0.00275299 0 -0.00527239 
39 54 55 0.482956 -0 -0 165 0.10841 0.00300044 -0.000528273 0 0.0032002 0 -0.00620065 
39 40 55 0.493349 0 -0 165 0.0903969 0.0026106 -0.000466568 0 0.00265428 0 -0.00526488 
40 55 56 0.476541 -0 -0 165 0.10841 0.0031091 -0.000547809 0 0.00308288 0 -0.00619197 
40 41 56 0.486589 0 -0 165 0.0903969 0.00270726 -0.000468935 0 0.00255227 0 -0.00525953 
41 56 57 0.470712 -0 -0 165 0.10841 0.00322338 -0.000542923 0 0.0029638 0 -0.00618718 
41 42 57 0.480449 0 -0 165 0.0903969 0.00280612 -0.000449879 0 0.00245271 0 -0.00525882 
42 57 58 0.465521 -0 -0 165 0.10841 0.0033413 -0.000513151 0 0.00285155 0 -0.00619285 
42 43 58 0.474997 0 -0 165 0.0903969 0.00290306 -0.000409617 0 0.00236141 0 -0.00526447 
43 58 59 0.461134 -0 -0 165 0.10841 0.00344833 -0.000457687 0 0.00274492 0 -0.00619325 
43 44 59 0.47041 0 -0 165 0.0903969 0.0029838 -0.000348215 0 0.00227563 0 -0.00525944 
44 59 60 0.457686 -0 -0 165 0.10841 0.00353712 -0.00037863 0 0.00264885 0 -0.00618597 
44 45 60 0.466826 0 -0 165 0.0903969 0.00304716 -0.000269271 0 0.00220339 0 -0.00525055 
45 60 61 0.455142 -0 -0 165 0.10841 0.00361174 -0.000280761 0 0.00257588 0 -0.00618762 
45 46 61 0.464212 0 -0 165 0.0903969 0.00310459 -0.000177576 0 0.00215906 0 -0.00526365 
46 61 62 0.453784 -0 -0 165 0.10841 0.00366929 -0.000168805 0 0.00253061 0 -0.0061999 
46 47 62 0.46284 0 -0 165 0.0903969 0.00313043 -7.63272e-05 0 0.00212903 0 -0.00525946 
47 62 63 0.453136 -0 -0 165 0.10841 0.00368516 -4.73712e-05 0 0.00250051 0 -0.00618566 
48 49 64 0.523647 0 0 165 0.156862 0.00367465 -5.06927e-05 0 0.00499941 0 -0.00867405 
49 64 65 0.5106 -0 -0 165 0.187299 0.00432977 -0.000105753 0 0.00585167 0 -0.0101814 
49 50 65 0.522866 0 0 165 0.156862 0.003698 -0.000175639 0 0.00499173 0 -0.00868973 
50 65 66 0.508007 -0 -0 165 0.187299 0.00436241 -0.000254388 0 0.00582464 0 -0.010187 
50 51 66 0.520308 0 -0 165 0.156862 0.00373919 -0.000307296 0 0.00494291 0 -0.0086821 
51 66 67 0.503827 -0 -0 165 0.187299 0.00441762 -0.000403004 0 0.0057575 0 -0.0101751 
51 52 67 0.516038 0 -0 165 0.156862 0.0038018 -0.000429996 0 0.00486554 0 -0.00866734 
52 67 68 0.498195 -0 -0 165 0.187299 0.00449978 -0.000540223 0 0.00566124 0 -0.010161 
52 53 68 0.510199 0 -0 165 0.156862 0.00389032 -0.000539671 0 0.00476744 0 -0.00865776 
53 68 69 0.491544 -0 -0 165 0.187299 0.00460922 -0.000660856 0 0.00553868 0 -0.0101479 
53 54 69 0.503244 0 -0 165 0.156862 0.00399952 -0.000631107 0 0.0046456 0 -0.00864511 
54 69 70 0.484199 -0 -0 165 0.187299 0.0047418 -0.000758828 0 0.0053895 0 -0.0101313 
54 55 70 0.495519 0 -0 165 0.156862 0.00412528 -0.000698895 0 0.00450157 0 -0.00862685 
55 70 71 0.476561 -0 -0 165 0.187299 0.00489534 -0.000828372 0 0.00521909 0 -0.0101144 
55 56 71 0.487455 0 -0 165 0.156862 0.004269 -0.000738991 0 0.00434632 0 -0.00861532 
56 71 72 0.469021 -0 -0 165 0.187299 0.00506659 -0.000864057 0 0.00503557 0 -0.0101022 
56 57 72 0.479483 0 -0 165 0.156862 0.00442282 -0.000746865 0 0.00418366 0 -0.00860647 
57 72 73 0.461887 -0 -0 165 0.187299 0.00524855 -0.00086135 0 0.00484656 0 -0.0100951 
